西式/美式,義大利麵,ChIJM7TkUo-pQjQRjgS-tZAS4mo,堤香義大利麵,"從大學吃到現在的優質好店，麵條彈牙不死硬，調味配料都很新鮮美味；非常感謝老闆娘香香阿姨還特別有做吃素的餐點，最愛素食咖喱/奶汁菌菇、素食玻璃麵。

吃完麵後剩下的湯汁拿去沾剛烤好的吐司，一面有可口的調味搭配上另一面酥脆的口感，堪稱完美空盤就是對店家手藝最高的致敬

謝謝老闆娘和老闆堅持給客人最好的品質，來師大必吃的好店","堤香在泰順街的新民小學附近的巷內，算是價格親民的義大利麵店，麵量足夠吐司和紅茶自助式可自取，＄＄120～140左右。

若要省荷包又要吃得飽，可以。但美味度就不能太期待了，尚可而已。

用餐區有一樓及B1，但1樓較為舒適。內部裝潢有鄉村樸實風，簡單舒適",生意很好，麵量很大，個人覺得口味中規中矩，沒有特別讓人驚艷的地方。,"土司吃到飽，義大利麵水準尚可
吃飽絕對沒問題
口味就一般般","蒜香培根在同價位區間沒有對手
不要輕易加辣，小辣就是大辣..."
東南亞,泰式料理,ChIJYQe0dYupQjQRmcw_n5dhpzQ,新南城泰式料理(公館店),環境寬敞整潔，菜色多，道地好吃,便宜又大碗，值得推薦,"週日晚餐用餐簡直是災難。明顯人手不足，外場只有兩個人，要送菜收桌子倒水安排客人，還要處理外送，根本忙不過來。

我們兩個人一入座，沒有人給我們水，櫃檯的水壺也完全沒水，想自己倒水也沒辦法，桌上衛生紙告知店員請給我們一包，講了三次都沒回應。

都已經幾乎吃飽要走人了，炒泡麵才上桌(苦笑)，請店員飲料先上，通知N百次還是沒人理，最後還是要付10%服務費。

蝦醬高麗菜，沒有蝦醬味道，都是油蔥味，一度懷疑店家上錯菜，有興趣的人可以點一盤來試試味道…辣炒海鮮的蝦子不是很新鮮，其他菜色味道普通。是吃粗飽的地方，如果不想久等，還有其他更好的選擇。
下次帶朋友吃泰式餐廳，這家不會是我的優先選項。","這一顆星是給泰式奶茶的

我們三個人消費550吃到飽，點個餐困難重重，幾乎都是自己走到櫃檯拜託他們給我們菜單，還要收10%服務費，飲料說可以無限暢飲點個泰奶都要等半小時以上，最後直接說沒了不給點。

食物：
豬肉有腥味
鐵板牛柳牛肉比豆腐還軟（不知道加了什麼）
那個椒麻豆腐不想講了看那個照片跟實體，感覺在跟我們開玩笑
最搞笑的是月亮蝦餅，我們吃到飽三個人消費1815隔壁三個人消費888，我們的蝦餅薄成這樣，跟店家反應跟我們說因為是吃到飽所以超薄。（照片筷子夾的是我們的，後面盤子上是別人的蝦餅）

誠心回饋店家，如果不想實實在在的招待客人，請不要用吃到飽這種用餐方案，讓我們花錢買羞辱感欸，用餐體驗痛苦到爆

此生絕對不再來吃",味道還可以，但店員態度蠻差的，而且桌上油油菜單也爛爛油油，讓人感官蠻不好。假日晚餐來訪，完全沒放音樂，而且客人剩不多，氣氛不是很好，沒辦法放鬆好好吃。完全不會想再來，有泰多更好的泰式選擇
東南亞,泰式料理,ChIJVRHL5YqpQjQR1lBVvU0ZQN0,雲泰小鎮泰式料理,不是普通的難吃、食物都有股倉儲味………河粉乾癟無味、最糟的是月亮蝦餅、每個都含油、完全不酥脆、都是裹漿、根本吃不到任何蝦子的味道……實在太難吃了忍不住……,"點了杯泰式奶茶外帶，就是很多煉乳加一般類似便利商店的茶，跟老闆反應「太甜」而且「沒有泰式奶茶的味道」後，老闆還怪外面泰式料理用的奶茶都用粉泡的，不像他們手工調的，後來老闆幫調甜度後還是很甜，喝起來也沒有泰式奶茶的香味...為免下次不小心吃到，紀錄一下...

這不是公開個人飲食心得的地方嗎？不知道「小心什麼不實的指控」？不然大家也可以去試個味道",泰式餐廳吃來吃去，最喜歡這家的味道，總是會再回來～,"美味可口佳餚，菜色豐富量足。
此次全權請老闆負責配菜，
我們就放心開懷的享用美食！",出菜很快，飯好吃，5菜一湯加白飯吃飽飽才1000出頭非常超值，口味也適中
東南亞,泰式料理,ChIJkVXT3YqpQjQRhLHnZ8tqRXM,泰正點泰式料理 NICE THAI FOOD,超級好吃！為台灣人改良的泰式餐廳，口味超讚的！吃過800元雙人餐，極為推薦咖哩雞！超級美味，雞肉軟嫩、馬鈴薯夠味又夠沙，椰汁調配恰當！（唯一缺點就是湯，覺得略為清淡空虛）。個人餐原本都點打拋豬218元（也是好吃夠味），吃過咖哩雞後，就改紅咖哩套餐238元，雖然個人餐雞肉不是腿肉，但雞胸切片完全不柴！極為推薦！另一個要推的是服務態度，不會因學生而態度隨便，會儘量配合，還主動問要不要加飯，真的是很棒！我們也都很客氣，不會亂浪費，很喜歡這家店！（服務費另計，真的有服務到，值得～）,燈光昏黃.自頭頂照下的那盞燈.讓一行人專注於彼此.仿佛置身於非比尋常的處所。每道菜都不會非常辣.蝦餅的沾醬很甜微酸.摩摩喳喳用料多。唯一美中不足是感覺冬粉蝦煲的冬粉似乎不夠入味.想吃到融入醬料的冬粉.能讓人一口接一口阿！,"2020/10/24 初訪

想說週六打打牙祭，於是上網找找公館好吃的東西，看到有人推薦，就來外帶看看囉

點了一道泰式炒河粉，一道鐵板海鮮帶回家吃

一打開來，泰式炒河粉，好像沒什麼香味，不重要，旁邊有檸檬給它擠下去。

鐵板海鮮，嗯，蠻香的，肚子餓了，趕快來吃看看

河粉，真的沒什麼味道ㄟ，只有檸檬的酸味，雖然還有配菜如蝦仁、蛋...但好像真的沒什麼味道ㄟ

鐵板海鮮，香味撲鼻，但吃起來，嗯，嗯，嗯

或許太泰國式了，我真的吃不習慣。

習慣吃瓦城、晶湯匙的看官，真的不要去這家。口味是有差別的...

說真的兩道菜花了將近500大洋

五星：再怎麼貴也值得專程去吃
四星：值得吃，但CP值不見得高
三星：若是在附近可以去吃吃看
二星：除非主廚調整食譜或做法，否則不值得去冒險
一星：嗯，有事沒事都不要去吃

我的評等是我個人依據上述標準提出的主觀意見，若店家不同意可以提出看法","香米飯份量夠又美味 吃不夠還能續
菜的味道跟量都很足 不錯
月亮蝦餅好吃","假日晚上去用餐，比較早到，沒什麼人。

餐點很有雷，

泰式海鮮沙拉，海鮮不新鮮，蝦子很重的泡水味，花枝有怪味。

檸檬魚肉很材，只能靠加檸檬汁提味，

“綠”椰奶雞，都是（牛奶味），吃不出綠咖哩，也沒有“椰奶味”

青菜還可以，所以還有2顆星......

就這樣，不會讓人想去第二次。"
東南亞,泰式料理,ChIJx-UMo4qpQjQRxf510AgLYJ0,Lacuz 泰式無限,"你絕對沒看過這麼奇怪的一家店
蝦醬空心菜、炒高麗菜、蒸魚、炒飯風味佳，其餘普普，自助吧提供的飲料和食物少，機能差
店內地方雖寬敞，但地板都油油的，用餐餐桌擦過跟沒擦過一樣，油膩至極
再來說這家店最令人傻眼的部分：服務生
當本人的媽媽跟一位短頭髮的服務生說：「欸那個你們地板有點髒欸。」
短頭髮服務員給人一種 到底乾我什麼事的感覺 ，看了我媽一下後看了一眼旁邊那桌她收了很多遍的餐桌和有牙籤和衛生紙的地板，回了一個字：「喔。」^_^??
果然她覺得跟她沒什麼關係，之後也沒想要繼續收髒亂的地板
但令你覺得神奇的是，三個服務生穿梭場中點餐、收拾，對於地上的各式衛生紙、牙籤均視而不見，認真蠻神奇的，大開眼界
但媽媽後來跟櫃檯看起來像一位主管的一位小姐反應，她態度很好的回應 很抱歉我們的用餐體驗這麼不佳，會再改進。
buffet  一人600多新台幣
可以花，開開眼界。","第一次給店家評分
因為沒有0分
所以勉強給1顆星
前後用餐 時間6點52分到 8點22分 結帳
用餐大約30至40分鐘就叫我不要再點餐了
吃飯吃不到一個小時
餐廳就趕我走
還說是吃到飽
什麼鬼
我是氣到飽
整個心情都沒了
我明明就是6點52分到
硬說我6點到
我6點還在公司上班
他是看到鬼嗎
鬼門還沒開
他先開了
鬼店
結帳前我仔細看了點餐單
我就是6點52分 到
白紙黑字
他都能夠說我是6點到
*重點*他還看了*兩次*點餐單
還兩個人說我6點到
說了*3遍*3遍*
整個讓我怒到幾點
*PS *我沒有罵人
我只有說
*你的話讓我很生氣*
最後店員用很*輕藐*的語氣跟我說*讓你點讓你點* 你還要點什麼
因為我還沒有吃飽就厚著臉皮帶著怒氣再次點餐（因為我5歲兒說要大便，我帶他去至少花了我7至10分鐘，所以我沒有用到什麼餐）
可是再次上菜的菜
完全不能入口
我點了月亮蝦餅是軟的沒有酥我沒辦法吃下去又吐了出來
結帳時說讓我打折
我說*不必了*
該付多少付多少
一毛也不少
我不是那種不付錢的奧客
可是你讓我變成臭臉沒吃飽的奧客
我最後硬是賴到8點22分走人
可是他們的服務態度是很差很差 還翻我白眼
全場用臭臉對著我
ps
我真的沒有罵人
我只有說你的話讓我很生氣","11/14 晚上消費,
1.結帳時才告知不能刷卡, 理由是刷卡機被帶去修理. 但LINEPAY付款優惠告示牌還是放在櫃台, 剛往前翻了一個月前別人的評論, 店家留言回覆現在也有很多餐廳不接受刷卡. 所以究竟是刷卡機修理還是沒有刷卡?!
2.菜色口味及選擇性還OK, 但服務員收盤子速度之快, 大概就是主菜不見就會被收走的狀態...但在收起之前能先得到客戶的同意嗎?服務員一說幫你收空盤, 盤子就疊起來, 客戶來得及反應嗎?
3.我是坐在靠窗邊用餐, 約8點多後頭沒人的地方就有一隻老鼠從天花板往下開始亂竄.....",出菜很大氣很足夠,"1. 雖然說是吃到飽，店員也不會吃單，但是外場領導會勸阻客人先點這樣就好或是不願意再幫忙點。

2. 平日晚餐加服務費要近六百，以品質與美味程度來說不值得。牛肉片都是牛五花肥肉片去炒而且只有調味上做一點變化，經典的泰式料理吃起來也一點都不酸不辣，比較像在吃台式熱炒店，最好吃的菜反而都是一些便當菜像是空心菜、茄子、冬粉。然後湯品完全不推、青木瓜絲完全無味。

3. 自助吧及飲料選擇很少而且也不好喝，泰奶基本上就是早餐店奶茶，其他飲料就只有不甜的紅茶綠茶跟檸檬汁，也沒有其他甜點選擇。

4. 基本上店長的態度（或是外場的領導）不算好，最後加點的時間也感覺不是照用餐結束前幾分鐘來規定，比較像是店長自己估算該桌點很多了就會走過來跟你說還有三分鐘可以做最後加點。而且最後加點三份生蝦，然後也是裝裝樣子跑回來說內場告知蝦子快沒了只夠再八隻，看看下面評論也有人遇到一樣的情形。

5. 整體用餐經驗並不愉快也不算好吃，以一間開在學生區的吃到飽餐廳來說，會更推間其他吃到飽。若是想吃泰式料理公館附近也有許多可以單點但更加美味的選擇。"
東南亞,泰式料理,ChIJQ58t3IqpQjQRbZu9x77xAiY,Chic Thai 泰式新定食,燈光好，氣氛佳（如果其他客人沒有太吵的話）,服務差 食物普通 cp值不高,"餐廳很有氣氛，點的定食擺盤也很OK，但是打拋豬的味道非常台式不夠酸，綠咖哩雞的椰奶過多很噁心，唯一值得稱讚的是酸辣湯，很好喝。

但是櫃台店員的服務態度非常的糟糕！低頭大喊某某小姐幾號桌，但完全沒有請服務員帶位的意思，各桌也都無表示桌號，也沒有服務生要協助，後來是友人跟我主動詢問2號桌是哪一張才入座的！","二人套餐經濟實惠，3菜1湯1甜點吃的撐。
無時間限制是聚會的好去處；最喜歡咖喱雞跟月亮蝦餅，會再訪。",好吃平價的泰式料理，用餐環境和廁所也乾淨
東南亞,泰式料理,ChIJ8wrkH4upQjQReXRqJt1VCEg,阿剛泰式主題餐廳,真的慘,慘,很貴，量又剛好而已，甜點比菜先上來？超不推！,非常不新鮮，蝦餅是酸的，吃完整個大過敏，價格很高卻吃到這麼差的料理，只有炒青菜勉強算新鮮。,上菜的確比較慢，適合聚餐多人叫，比較休閒，味道來說不錯，沒有說很鹹(可能是因為我重口味一點？)，服務態度很好
東南亞,泰式料理,ChIJ5ZCSloupQjQR008IMUu19nQ,THAIHAND 右手餐廳 公館店,第二次用餐，餐食不優，普通，價錢和飲食不配。,"最近去吃商業午餐
覺得蠻好吃的欸","與朋友聚餐我們點了椒麻雞、打拋豬跟相對比較清淡的魚，都很好吃且夠味！魚的調味偏酸～
蝦餅跟一般扁的不同，且用很華麗的籠子裝來
雖看得出擺盤用心，但菜全上齊時桌上會很滿～如果覺得擠，套餐的底盤可以收走。
份量都偏大，不過真的是少數我會喜歡的泰式餐廳！會想再來吃喔！","右手 一間泰式料理餐廳
主要點餐方式以定食為主
平常定食類比較會想到日式定食
沒想到泰式也可以做成定食
每人低消80元
飯可以無限續
定食附贈的小菜有有些可以續 很佛心的店家
可能也是因為開在公館站 主要服務對象為學生

來用餐點了主打的打拋豬肉飯
口感還不錯 辣度可以調整
這次選的小辣算是很能接受的範圍

另外點了趴泰 Pad Thai 炒河粉
這道是很著名的泰國菜
店家料理的我給 9/10 中上口感
酸中不帶鹹 甜度剛剛好

蝦醬高麗菜 一盤80元
辣度適中 推推

超厚月亮蝦餅
價錢忘記了 CP值普通
除非很想吃月亮蝦餅不然我覺得單價太高了

最後當然要來杯招牌泰式奶茶
80元一杯 可做去冰這點蠻特別的
通常泰奶都是會加適量冰塊來降低紅茶剛泡好的溫度
除非是泡好很久的
但是這家喝起來又不像
可能保存的比較好 紅茶的澀味沒出來吧？",好吃，服務親切。
東南亞,泰式料理,ChIJqRrRhIupQjQRqqEjglBbPZA,母女的店,味道偏台式，每樣菜都普普,Cp值非常高的店，東西也是非常好吃,味道太在地化，個人覺得與正宗泰國味差異很大。單點價格高，整體而言CP值不佳，點套餐可能比較划算。今天點的檸檬魚肉質過柴不新鮮，磨磨渣渣味道更是怪。小吃店的環境，餐廳的價格,比較清淡的口味,"空間設計：
一樓用餐，一般家庭小吃的店面，沒有特別溫馨或打造泰式風情的裝潢
用餐時間很多人前往所以記得要提早，是一個吃粗飽的地方

本次餐點：
以主菜單點的方式
1招牌椒麻雞飯
價位：120元
推薦：推
介紹：
椒麻雞給的很大方，味道酸甜適中又不會辣，搭配飯菜剛剛好，每次來點都當作某一餐的泰式便當來食用，可省錢又可以滿足味蕾

服務品質：
餐後付款，店員態度都算親切

附近交通：
位在公館貳樓附近的小巷內，銀座越南的附近，距捷運公館站約路程10分鐘"
東南亞,泰式料理,ChIJ9c4-f4ypQjQRXltpsRFuLt0,泰品泰式雲南料理,菜色多變，味道適中。,雙人套餐經濟實惠也美味,"泰品太有品了
吃到盤底朝空
香米好吃 泰奶好喝
打拋四季豆、蝦醬空心菜.....
全都吃光光 一根不留
胃口不佳 食慾不振
快來吃吃喝喝吧！
包你香米一碗接一碗
吃好吃滿一口不剩！
完食 美味 下回再光顧
值得推薦給公館商圈
正肚子餓的老饕們！

#不收服務費CP值超高
#我是小綠葉百忙工作人生外
#也要吃喝玩樂探索新世界","平日的商業午餐CP值算不錯
二人可以吃得飽
口味和價位也還可以

假日帶著小孩去了第二次，假日只有合菜或單點，本人覺得還是平日的商業午餐價值較高","好吃...好吃...大薄片讚
下次要跟店家講：檸檬魚微微辣
我忘了我吃不了小辣"
東南亞,泰式料理,ChIJWzVrzpupQjQRak2OeMou72M,曼德樂泰式料理,"每次來公館必吃的店家，常點的涼拌青木瓜、蝦醬空心菜味道好不會過鹹，這次新點的檸檬烤豬肉還不錯，咖喱蝦真是太美味下飯，椰汁三味魚鱸魚炸得外酥脆肉嫩而醬汁的椰奶味不會過重也還適合我口味，而泰式酸辣雞以為是炒雞肉結果是炸雞肉可惜裹粉太厚這道比較不合期待。
整體說來是值得再訪的店家，但是口味有調整比較符合台灣人，如果想要真的泰國味應該可以在點餐時跟店家反應要蝦醬味道重一點或酸一點辣一點，因為桃園後站泰國人開的泰菜店也一樣口味調整的比較適合台灣人，菜單價錢跟桃園差不多所以在台北應該算是物美價廉的商家，桃園是一大碗白飯20元沒有吃到飽，這家店對飯桶來說實在太佛心了！","白飯20元吃到飽個人覺得蠻划算的，配著泰式椰汁雞吃了四碗
兩人點了三道菜兩杯泰奶+白飯消費金額六百多，依泰式合菜來說蠻划算的，口味也和去泰國旅遊時吃到的味道相近，缺點是只有兩個人沒辦法點太多菜。",不會覺得難吃，但覺得白飯20元每個人頭都要算不太划算（我們一行四個女生其實吃不多連一桶飯都沒吃完），另外還要受一成服務費，點了打拋豬高麗菜炸豆腐和飯總共515，是有點貴,午餐便當千萬不要內用，外帶99元，內用130元，而且內用甜點只有一到五才有，那我幹嘛內用？,套餐滿划算的 甜點紫米好吃
